YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2016,$306200,$325400,$631600,$306200,$325400,$631600,99 DALTON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1917,04/16/2013,$725000.00,Residential,Colonial,1832,40000,22,2 Stories,,4 Bedrooms,1,1
2018,$264700,$346800,$611500,$264700,$346800,$611500,26 PHILIP FARM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1936,06/15/2012,$600000.00,Residential,Rsd Rnch/Splt Lvl,1506,24356,22,1 Story,7,4 Bedrooms,2,0
2017,$254900,$330300,$585200,$254900,$330300,$585200,26 PHILIP FARM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1936,06/15/2012,$600000.00,Residential,Rsd Rnch/Splt Lvl,1506,24356,22,1 Story,7,4 Bedrooms,2,0
2016,$262900,$296400,$559300,$262900,$296400,$559300,26 PHILIP FARM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1936,06/15/2012,$600000.00,Residential,Rsd Rnch/Splt Lvl,1506,24356,22,1 Story,7,4 Bedrooms,2,0
2018,$275700,$332100,$607800,$275700,$332100,$607800,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,12/18/2012,$520000.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2017,$265500,$316200,$581700,$265500,$316200,$581700,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,12/18/2012,$520000.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2016,$272800,$283800,$556600,$272800,$283800,$556600,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,12/18/2012,$520000.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2018,$275700,$332100,$607800,$275700,$332100,$607800,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,06/23/2011,$430350.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2017,$265500,$316200,$581700,$265500,$316200,$581700,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,06/23/2011,$430350.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2016,$272800,$283800,$556600,$272800,$283800,$556600,128 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1956,06/23/2011,$430350.00,Residential,Rsd Rnch/Splt Lvl,1452,20436,22,1 Story,8,4 Bedrooms,2,0
2018,$355000,$337000,$692000,$355000,$337000,$692000,125 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1959,07/30/2013,$643000.00,Residential,Rsd Rnch/Splt Lvl,1892,21742,22,1 Story,10,4 Bedrooms,2,1
2017,$341800,$320900,$662700,$341800,$320900,$662700,125 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1959,07/30/2013,$643000.00,Residential,Rsd Rnch/Splt Lvl,1892,21742,22,1 Story,10,4 Bedrooms,2,1
2016,$362400,$288000,$650400,$362400,$288000,$650400,125 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1959,07/30/2013,$643000.00,Residential,Rsd Rnch/Splt Lvl,1892,21742,22,1 Story,10,4 Bedrooms,2,1
2018,$292900,$335300,$628200,$292900,$335300,$628200,81 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1963,10/21/2013,$570000.00,Residential,Rsd Rnch/Splt Lvl,1506,21307,22,1 Story,6,3 Bedrooms,2,0
2017,$282000,$319300,$601300,$282000,$319300,$601300,81 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1963,10/21/2013,$570000.00,Residential,Rsd Rnch/Splt Lvl,1506,21307,22,1 Story,6,3 Bedrooms,2,0
2016,$294900,$286600,$581500,$294900,$286600,$581500,81 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1963,10/21/2013,$570000.00,Residential,Rsd Rnch/Splt Lvl,1506,21307,22,1 Story,6,3 Bedrooms,2,0
2018,$308500,$332100,$640600,$308500,$332100,$640600,41 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1968,06/10/2011,$603500.00,Residential,Colonial,1812,20436,22,2 Stories,,3 Bedrooms,2,0
2017,$308500,$316200,$624700,$308500,$316200,$624700,41 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1968,06/10/2011,$603500.00,Residential,Colonial,1812,20436,22,2 Stories,,3 Bedrooms,2,0
2016,$305000,$283800,$588800,$305000,$283800,$588800,41 KENNEY LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1968,06/10/2011,$603500.00,Residential,Colonial,1812,20436,22,2 Stories,,3 Bedrooms,2,0
2018,$389200,$340600,$729800,$389200,$340600,$729800,2 SHAGBARK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1988,07/14/2015,$685888.00,Residential,Rsd Rnch/Splt Lvl,1974,20436,30,1 Story,8,4 Bedrooms,3,0
2017,$374700,$316200,$690900,$374700,$316200,$690900,2 SHAGBARK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1988,07/14/2015,$685888.00,Residential,Rsd Rnch/Splt Lvl,1974,20436,30,1 Story,8,4 Bedrooms,3,0
2016,$358000,$316200,$674200,$358000,$316200,$674200,2 SHAGBARK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1988,07/14/2015,$685888.00,Residential,Rsd Rnch/Splt Lvl,1974,20436,30,1 Story,8,4 Bedrooms,3,0
2018,$254400,$354000,$608400,$254400,$354000,$608400,69 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1995,06/28/2011,$555000.00,Residential,Rsd Rnch/Splt Lvl,1226,23920,30,1 Story,8 Rooms,3 Bedrooms,2,0
2017,$256800,$328700,$585500,$256800,$328700,$585500,69 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1995,06/28/2011,$555000.00,Residential,Rsd Rnch/Splt Lvl,1226,23920,30,1 Story,8 Rooms,3 Bedrooms,2,0
2016,$256800,$328700,$585500,$256800,$328700,$585500,69 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1995,06/28/2011,$555000.00,Residential,Rsd Rnch/Splt Lvl,1226,23920,30,1 Story,8 Rooms,3 Bedrooms,2,0
2018,$302800,$364100,$666900,$302800,$364100,$666900,38 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2012,08/31/2012,$563000.00,Residential,Colonial,1568,26534,30,2 Stories,7,4 Bedrooms,1,2
2017,$302800,$338100,$640900,$302800,$338100,$640900,38 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2012,08/31/2012,$563000.00,Residential,Colonial,1568,26534,30,2 Stories,7,4 Bedrooms,1,2
2016,$291800,$338100,$629900,$291800,$338100,$629900,38 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2012,08/31/2012,$563000.00,Residential,Colonial,1568,26534,30,2 Stories,7,4 Bedrooms,1,2
2018,$289100,$362400,$651500,$289100,$362400,$651500,26 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2013,05/04/2015,$699000.00,Residential,Colonial,1568,26098,30,2 Stories,7,4 Bedrooms,1,1
2017,$266500,$336500,$603000,$266500,$336500,$603000,26 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2013,05/04/2015,$699000.00,Residential,Colonial,1568,26098,30,2 Stories,7,4 Bedrooms,1,1
2016,$253400,$336500,$589900,$253400,$336500,$589900,26 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2013,05/04/2015,$699000.00,Residential,Colonial,1568,26098,30,2 Stories,7,4 Bedrooms,1,1
2018,$275100,$377500,$652600,$275100,$377500,$652600,26 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2020,08/30/2017,$715000.00,Residential,Rsd Rnch/Splt Lvl,1642,30019,30,1 Story,,3 Bedrooms,1,1
2017,$271600,$350600,$622200,$271600,$350600,$622200,26 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2020,08/30/2017,$715000.00,Residential,Rsd Rnch/Splt Lvl,1642,30019,30,1 Story,,3 Bedrooms,1,1
2016,$278600,$350600,$629200,$278600,$350600,$629200,26 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2020,08/30/2017,$715000.00,Residential,Rsd Rnch/Splt Lvl,1642,30019,30,1 Story,,3 Bedrooms,1,1
2018,$282000,$342200,$624200,$282000,$342200,$624200,8 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2032,10/16/2015,$580000.00,Residential,Colonial,1714,20871,30,2 Stories,8,4 Bedrooms,1,1
2017,$282000,$317800,$599800,$282000,$317800,$599800,8 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2032,10/16/2015,$580000.00,Residential,Colonial,1714,20871,30,2 Stories,8,4 Bedrooms,1,1
2016,$269400,$317800,$587200,$269400,$317800,$587200,8 CRABTREE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2032,10/16/2015,$580000.00,Residential,Colonial,1714,20871,30,2 Stories,8,4 Bedrooms,1,1
2018,$240900,$345600,$586500,$240900,$345600,$586500,50 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2040,06/19/2017,$665000.00,Residential,Colonial,1547,21742,30,2 Stories,7,3 Bedrooms,1,1
2017,$240900,$320900,$561800,$240900,$320900,$561800,50 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2040,06/19/2017,$665000.00,Residential,Colonial,1547,21742,30,2 Stories,7,3 Bedrooms,1,1
2016,$226700,$320900,$547600,$226700,$320900,$547600,50 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2040,06/19/2017,$665000.00,Residential,Colonial,1547,21742,30,2 Stories,7,3 Bedrooms,1,1
2018,$172300,$379800,$552100,$172300,$379800,$552100,43 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2049,07/20/2017,$525000.00,Residential,Colonial,1323,31761,30,2 Stories,6,3 Bedrooms,1,1
2017,$172300,$352600,$524900,$172300,$352600,$524900,43 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2049,07/20/2017,$525000.00,Residential,Colonial,1323,31761,30,2 Stories,6,3 Bedrooms,1,1
2016,$178700,$352600,$531300,$178700,$352600,$531300,43 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2049,07/20/2017,$525000.00,Residential,Colonial,1323,31761,30,2 Stories,6,3 Bedrooms,1,1
2018,$288600,$324600,$613200,$288600,$324600,$613200,401 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2065,04/23/2013,$552500.00,Residential,Colonial,1743,17205,30,2 Stories,7,3 Bedrooms,1,1
2017,$288600,$301400,$590000,$288600,$301400,$590000,401 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2065,04/23/2013,$552500.00,Residential,Colonial,1743,17205,30,2 Stories,7,3 Bedrooms,1,1
2016,$276000,$301400,$577400,$276000,$301400,$577400,401 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2065,04/23/2013,$552500.00,Residential,Colonial,1743,17205,30,2 Stories,7,3 Bedrooms,1,1
2018,$242500,$311400,$553900,$242500,$311400,$553900,467 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2081,07/16/2014,$530000.00,Residential,Cape Cod,1538,14604,30,1 1/2 Stories,6 Rooms,3 Bedrooms,2,0
2017,$260100,$289100,$549200,$260100,$289100,$549200,467 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2081,07/16/2014,$530000.00,Residential,Cape Cod,1538,14604,30,1 1/2 Stories,6 Rooms,3 Bedrooms,2,0
2016,$211300,$289100,$500400,$211300,$289100,$500400,467 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2081,07/16/2014,$530000.00,Residential,Cape Cod,1538,14604,30,1 1/2 Stories,6 Rooms,3 Bedrooms,2,0
2018,$572900,$350700,$923600,$572900,$350700,$923600,39 HIGH ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2085,09/16/2011,$833000.00,Residential,Custom Colonial,1941,23049,30,1 3/4 Stories,7 Rooms,3 Bedrooms,2,2
2017,$557800,$325600,$883400,$557800,$325600,$883400,39 HIGH ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2085,09/16/2011,$833000.00,Residential,Custom Colonial,1941,23049,30,1 3/4 Stories,7 Rooms,3 Bedrooms,2,2
2016,$559200,$325600,$884800,$559200,$325600,$884800,39 HIGH ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2085,09/16/2011,$833000.00,Residential,Custom Colonial,1941,23049,30,1 3/4 Stories,7 Rooms,3 Bedrooms,2,2
2018,$186300,$313400,$499700,$186300,$313400,$499700,46 HILL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2095,06/29/2016,$545000.00,Residential,Cape Cod,1176,15000,30,1.75,7,2 Bedrooms,2,0
2017,$157900,$291000,$448900,$157900,$291000,$448900,46 HILL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2095,06/29/2016,$545000.00,Residential,Cape Cod,1176,15000,30,1.75,7,2 Bedrooms,2,0
2016,$145800,$291000,$436800,$145800,$291000,$436800,46 HILL ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2095,06/29/2016,$545000.00,Residential,Cape Cod,1176,15000,30,1.75,7,2 Bedrooms,2,0
2018,$352400,$261500,$613900,$352400,$261500,$613900,146 OLD STOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2146,07/21/2011,$525000.00,Residential,Old Style,1840,13882,30,2 Stories,7,3 Bedrooms,2,1
2017,$360800,$242900,$603700,$360800,$242900,$603700,146 OLD STOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2146,07/21/2011,$525000.00,Residential,Old Style,1840,13882,30,2 Stories,7,3 Bedrooms,2,1
2016,$332400,$242900,$575300,$332400,$242900,$575300,146 OLD STOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2146,07/21/2011,$525000.00,Residential,Old Style,1840,13882,30,2 Stories,7,3 Bedrooms,2,1
2018,$234800,$279100,$513900,$234800,$279100,$513900,118 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2165,09/06/2013,$432000.00,Residential,Old Style,1288,7601,30,2 Stories,,3 Bedrooms,1,1
2017,$238900,$259200,$498100,$238900,$259200,$498100,118 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2165,09/06/2013,$432000.00,Residential,Old Style,1288,7601,30,2 Stories,,3 Bedrooms,1,1
2016,$208800,$259200,$468000,$208800,$259200,$468000,118 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2165,09/06/2013,$432000.00,Residential,Old Style,1288,7601,30,2 Stories,,3 Bedrooms,1,1
2018,$245800,$273300,$519100,$245800,$273300,$519100,36 POND ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2171,11/20/2014,$550000.00,Residential,Old Style,1308,6000,30,2 Stories,6,3 Bedrooms,1,1
2017,$250100,$253800,$503900,$250100,$253800,$503900,36 POND ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2171,11/20/2014,$550000.00,Residential,Old Style,1308,6000,30,2 Stories,6,3 Bedrooms,1,1
2016,$218300,$253800,$472100,$218300,$253800,$472100,36 POND ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2171,11/20/2014,$550000.00,Residential,Old Style,1308,6000,30,2 Stories,6,3 Bedrooms,1,1
2018,$187800,$440700,$628500,$187800,$440700,$628500,47 WARNER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2179,09/06/2017,$761000.00,Residential,Rsd Rnch/Splt Lvl,1144,34394,30,1 Story,6,3 Bedrooms,1,0
2017,$180700,$409200,$589900,$180700,$409200,$589900,47 WARNER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2179,09/06/2017,$761000.00,Residential,Rsd Rnch/Splt Lvl,1144,34394,30,1 Story,6,3 Bedrooms,1,0
2016,$178000,$409200,$587200,$178000,$409200,$587200,47 WARNER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2179,09/06/2017,$761000.00,Residential,Rsd Rnch/Splt Lvl,1144,34394,30,1 Story,6,3 Bedrooms,1,0
2018,$227700,$276200,$503900,$227700,$276200,$503900,54 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2187,03/29/2011,$435500.00,Residential,Old Style,1296,6804,30,2 Stories,6,3 Bedrooms,1,1
2017,$231500,$256500,$488000,$231500,$256500,$488000,54 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2187,03/29/2011,$435500.00,Residential,Old Style,1296,6804,30,2 Stories,6,3 Bedrooms,1,1
2016,$202600,$256500,$459100,$202600,$256500,$459100,54 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2187,03/29/2011,$435500.00,Residential,Old Style,1296,6804,30,2 Stories,6,3 Bedrooms,1,1
2018,$240800,$283500,$524300,$240800,$283500,$524300,30 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2191,07/31/2017,$759000.00,Residential,Old Style,1324,5100,30,2 Stories,5,2 Bedrooms,2,0
2017,$195600,$263300,$458900,$195600,$263300,$458900,30 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2191,07/31/2017,$759000.00,Residential,Old Style,1324,5100,30,2 Stories,5,2 Bedrooms,2,0
2016,$167300,$263300,$430600,$167300,$263300,$430600,30 LAWS BROOK RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2191,07/31/2017,$759000.00,Residential,Old Style,1324,5100,30,2 Stories,5,2 Bedrooms,2,0
2018,$314500,$271300,$585800,$314500,$271300,$585800,195 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2195,08/09/2013,$511000.00,Residential,Old Style,1342,5445,30,2 Stories,5,3 Bedrooms,1,1
2017,$319600,$251900,$571500,$319600,$251900,$571500,195 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2195,08/09/2013,$511000.00,Residential,Old Style,1342,5445,30,2 Stories,5,3 Bedrooms,1,1
2016,$281100,$251900,$533000,$281100,$251900,$533000,195 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2195,08/09/2013,$511000.00,Residential,Old Style,1342,5445,30,2 Stories,5,3 Bedrooms,1,1
2018,$232800,$274200,$507000,$232800,$274200,$507000,201 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2196,09/26/2016,$540000.00,Residential,Old Style,1268,6250,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2017,$222500,$254600,$477100,$222500,$254600,$477100,201 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2196,09/26/2016,$540000.00,Residential,Old Style,1268,6250,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2016,$192100,$254600,$446700,$192100,$254600,$446700,201 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2196,09/26/2016,$540000.00,Residential,Old Style,1268,6250,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2018,$264000,$274200,$538200,$264000,$274200,$538200,211 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2199,03/08/2013,$438000.00,Residential,Old Style,1773,6250,30,2 1/2 Stories,,3 Bedrooms,1,1
2017,$269700,$254600,$524300,$269700,$254600,$524300,211 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2199,03/08/2013,$438000.00,Residential,Old Style,1773,6250,30,2 1/2 Stories,,3 Bedrooms,1,1
2016,$245900,$254600,$500500,$245900,$254600,$500500,211 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2199,03/08/2013,$438000.00,Residential,Old Style,1773,6250,30,2 1/2 Stories,,3 Bedrooms,1,1
2018,$265300,$277200,$542500,$265300,$277200,$542500,225 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2202,09/09/2016,$575000.00,Residential,Bungalow,1494,7063,30,1 Story,6,3 Bedrooms,2,0
2017,$237500,$257400,$494900,$237500,$257400,$494900,225 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2202,09/09/2016,$575000.00,Residential,Bungalow,1494,7063,30,1 Story,6,3 Bedrooms,2,0
2016,$220500,$257400,$477900,$220500,$257400,$477900,225 COMMONWEALTH AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2202,09/09/2016,$575000.00,Residential,Bungalow,1494,7063,30,1 Story,6,3 Bedrooms,2,0
2018,$229600,$285600,$515200,$229600,$285600,$515200,44 BRADFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2227,10/14/2016,$512000.00,Residential,Old Style,1321,9375,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2017,$233600,$265300,$498900,$233600,$265300,$498900,44 BRADFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2227,10/14/2016,$512000.00,Residential,Old Style,1321,9375,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2016,$206600,$265300,$471900,$206600,$265300,$471900,44 BRADFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2227,10/14/2016,$512000.00,Residential,Old Style,1321,9375,30,2 Stories,6 Rooms,3 Bedrooms,1,0
2018,$551800,$287900,$839700,$551800,$287900,$839700,38 MAPLE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2236,12/13/2011,$766200.00,Residential,Old Style,1991,10000,30,2.5,6 Rooms,4 Bedrooms,3,1
2017,$566600,$267400,$834000,$566600,$267400,$834000,38 MAPLE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2236,12/13/2011,$766200.00,Residential,Old Style,1991,10000,30,2.5,6 Rooms,4 Bedrooms,3,1
2016,$541100,$267400,$808500,$541100,$267400,$808500,38 MAPLE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2236,12/13/2011,$766200.00,Residential,Old Style,1991,10000,30,2.5,6 Rooms,4 Bedrooms,3,1
2018,$194400,$288100,$482500,$194400,$288100,$482500,80 CONANT ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2258,01/31/2013,$452500.00,Residential,Old Style,1048,10040,30,1 3/4 Stories,,3 Bedrooms,1,0
2017,$196600,$267600,$464200,$196600,$267600,$464200,80 CONANT ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2258,01/31/2013,$452500.00,Residential,Old Style,1048,10040,30,1 3/4 Stories,,3 Bedrooms,1,0
2016,$165000,$267400,$432400,$165000,$267400,$432400,80 CONANT ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2258,01/31/2013,$452500.00,Residential,Old Style,1048,10040,30,1 3/4 Stories,,3 Bedrooms,1,0
2018,$289600,$319000,$608600,$289600,$319000,$608600,939 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2281,04/29/2015,$704000.00,Residential,Cape Cod,1764,16098,30,1 1/2 Stories,6 Rooms,4 Bedrooms,2,0
2017,$289600,$296200,$585800,$289600,$296200,$585800,939 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2281,04/29/2015,$704000.00,Residential,Cape Cod,1764,16098,30,1 1/2 Stories,6 Rooms,4 Bedrooms,2,0
2016,$242700,$296200,$538900,$242700,$296200,$538900,939 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2281,04/29/2015,$704000.00,Residential,Cape Cod,1764,16098,30,1 1/2 Stories,6 Rooms,4 Bedrooms,2,0
2018,$286200,$319000,$605200,$286200,$319000,$605200,949 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2284,05/15/2014,$599100.00,Residential,Cape Cod,1827,16098,30,1 3/4 Stories,8,4 Bedrooms,2,0
2017,$286200,$296200,$582400,$286200,$296200,$582400,949 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2284,05/15/2014,$599100.00,Residential,Cape Cod,1827,16098,30,1 3/4 Stories,8,4 Bedrooms,2,0
2016,$263800,$296200,$560000,$263800,$296200,$560000,949 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2284,05/15/2014,$599100.00,Residential,Cape Cod,1827,16098,30,1 3/4 Stories,8,4 Bedrooms,2,0
2018,$192500,$296800,$489300,$192500,$296800,$489300,975 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2286,11/22/2013,$485000.00,Residential,Cape Cod,1466,11742,30,1 1/2 Stories,,3 Bedrooms,1,0
2017,$192500,$275600,$468100,$192500,$275600,$468100,975 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2286,11/22/2013,$485000.00,Residential,Cape Cod,1466,11742,30,1 1/2 Stories,,3 Bedrooms,1,0
2016,$172500,$275600,$448100,$172500,$275600,$448100,975 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2286,11/22/2013,$485000.00,Residential,Cape Cod,1466,11742,30,1 1/2 Stories,,3 Bedrooms,1,0
2018,$272100,$314600,$586700,$272100,$314600,$586700,993 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2288,08/29/2013,$579000.00,Residential,Cape Cod,1789,15227,30,1 3/4 Stories,6,4 Bedrooms,2,0
2017,$272100,$292100,$564200,$272100,$292100,$564200,993 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2288,08/29/2013,$579000.00,Residential,Cape Cod,1789,15227,30,1 3/4 Stories,6,4 Bedrooms,2,0
2016,$252000,$292100,$544100,$252000,$292100,$544100,993 MAIN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2288,08/29/2013,$579000.00,Residential,Cape Cod,1789,15227,30,1 3/4 Stories,6,4 Bedrooms,2,0
2018,$196700,$365400,$562100,$196700,$365400,$562100,10 CREST ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2301,10/23/2015,$545000.00,Residential,2 Family,1866,10871,28,2,8,2 Bedrooms,2,0
2017,$209500,$348100,$557600,$209500,$348100,$557600,10 CREST ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=2301,10/23/2015,$545000.00,Residential,2 Family,1866,10871,28,2,8,2 Bedrooms,2,0
